date,ticker,best_model,strategy_score,action,ret_1d,ret_5d,ret_20d,result_5d,pred_ARIMAModel,pred_LGBMRegressor,pred_LSTM,pred_RandomForestRegressor,pred_Ridge,pred_XGBRegressor
2026-03-21,ASML,ARIMAModel,4.1,BUY,N/D,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,SUBE,SUBE
2026-03-21,AVGO,ARIMAModel,4.1,BUY,N/D,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,BAJA,SUBE
2026-03-21,BRK-B,ARIMAModel,4.1,BUY,N/D,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,SUBE,SUBE
2026-03-21,GOOGL,ARIMAModel,4.1,BUY,N/D,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,SUBE,SUBE
2026-03-21,JNJ,ARIMAModel,4.1,BUY,N/D,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,SUBE,SUBE
2026-03-21,JPM,ARIMAModel,4.1,BUY,N/D,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,SUBE,SUBE
2026-03-21,META,ARIMAModel,4.1,BUY,N/D,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,SUBE,SUBE
2026-03-21,MSFT,ARIMAModel,4.1,BUY,N/D,N/D,N/D,Pendiente,SUBE,BAJA,-,SUBE,SUBE,SUBE
2026-03-21,NVDA,ARIMAModel,4.1,BUY,N/D,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,SUBE,SUBE
2026-03-21,PLTR,ARIMAModel,4.1,BUY,N/D,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,SUBE,SUBE
2026-03-21,TSLA,ARIMAModel,4.1,BUY,N/D,N/D,N/D,Pendiente,SUBE,BAJA,-,SUBE,SUBE,BAJA
2026-03-21,UNH,ARIMAModel,4.1,BUY,N/D,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,SUBE,SUBE
2026-03-21,COST,ARIMAModel,2.1,HOLD,N/D,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,BAJA,SUBE
2026-03-21,LLY,ARIMAModel,2.1,HOLD,N/D,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,SUBE,BAJA
2026-03-21,ORCL,ARIMAModel,2.1,HOLD,N/D,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,BAJA,SUBE
2026-03-21,AMD,ARIMAModel,1.9,HOLD,N/D,N/D,N/D,Pendiente,SUBE,BAJA,-,SUBE,SUBE,BAJA
2026-03-21,CRM,ARIMAModel,1.7,HOLD,N/D,N/D,N/D,Pendiente,BAJA,SUBE,-,SUBE,SUBE,SUBE
2026-03-21,MA,ARIMAModel,1.7,HOLD,N/D,N/D,N/D,Pendiente,BAJA,SUBE,-,SUBE,SUBE,SUBE
2026-03-21,PG,ARIMAModel,1.7,HOLD,N/D,N/D,N/D,Pendiente,BAJA,SUBE,-,SUBE,BAJA,SUBE
2026-03-21,V,ARIMAModel,1.7,HOLD,N/D,N/D,N/D,Pendiente,BAJA,SUBE,-,SUBE,SUBE,SUBE
2026-03-21,CAT,ARIMAModel,-0.1,HOLD,N/D,N/D,N/D,Pendiente,SUBE,SUBE,-,BAJA,SUBE,BAJA
2026-03-21,MRK,ARIMAModel,-1.7,HOLD,N/D,N/D,N/D,Pendiente,SUBE,SUBE,-,BAJA,BAJA,BAJA
2026-03-21,NEE,ARIMAModel,-1.7,HOLD,N/D,N/D,N/D,Pendiente,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-03-21,WMT,ARIMAModel,-1.7,HOLD,N/D,N/D,N/D,Pendiente,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-03-21,XOM,ARIMAModel,-1.7,HOLD,N/D,N/D,N/D,Pendiente,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-03-21,MCD,ARIMAModel,-2.1,SELL,N/D,N/D,N/D,Pendiente,BAJA,BAJA,-,BAJA,SUBE,SUBE
2026-03-21,TSM,ARIMAModel,-2.1,SELL,N/D,N/D,N/D,Pendiente,BAJA,BAJA,-,SUBE,SUBE,BAJA
2026-03-21,AAPL,ARIMAModel,-4.1,SELL,N/D,N/D,N/D,Pendiente,BAJA,BAJA,-,SUBE,BAJA,SUBE
2026-03-21,AMZN,ARIMAModel,-4.1,SELL,N/D,N/D,N/D,Pendiente,BAJA,BAJA,-,SUBE,BAJA,BAJA
2026-03-21,LMT,ARIMAModel,-4.1,SELL,N/D,N/D,N/D,Pendiente,BAJA,BAJA,-,BAJA,BAJA,BAJA
2026-03-06,ASML,ARIMAModel,4.1,BUY,-3.74%,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,SUBE,SUBE
2026-03-06,GOOGL,ARIMAModel,4.1,BUY,0.04%,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,SUBE,SUBE
2026-03-06,JNJ,ARIMAModel,4.1,BUY,-1.78%,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,SUBE,SUBE
2026-03-06,META,ARIMAModel,4.1,BUY,-10.13%,N/D,N/D,Pendiente,SUBE,SUBE,-,BAJA,SUBE,SUBE
2026-03-06,MSFT,ARIMAModel,4.1,BUY,-7.02%,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,SUBE,SUBE
2026-03-06,PLTR,ARIMAModel,4.1,BUY,-1.30%,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,SUBE,SUBE
2026-03-06,AMD,ARIMAModel,2.1,HOLD,0.94%,N/D,N/D,Pendiente,SUBE,BAJA,-,SUBE,BAJA,SUBE
2026-03-06,BRK-B,ARIMAModel,2.1,HOLD,-3.89%,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,BAJA,BAJA
2026-03-06,COST,ARIMAModel,2.1,HOLD,-1.04%,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,BAJA,SUBE
2026-03-06,LLY,ARIMAModel,2.1,HOLD,-7.79%,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,BAJA,BAJA
2026-03-06,UNH,ARIMAModel,2.1,HOLD,-4.56%,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,BAJA,SUBE
2026-03-06,CRM,ARIMAModel,1.7,HOLD,-2.98%,N/D,N/D,Pendiente,BAJA,SUBE,-,SUBE,SUBE,SUBE
2026-03-06,MA,ARIMAModel,1.7,HOLD,-5.40%,N/D,N/D,Pendiente,BAJA,SUBE,-,SUBE,SUBE,BAJA
2026-03-06,V,ARIMAModel,1.7,HOLD,-5.68%,N/D,N/D,Pendiente,BAJA,SUBE,-,SUBE,SUBE,SUBE
2026-03-06,AVGO,ARIMAModel,0.5,HOLD,-6.69%,N/D,N/D,Pendiente,SUBE,BAJA,-,SUBE,BAJA,BAJA
2026-03-06,CAT,ARIMAModel,0.3,HOLD,-3.57%,N/D,N/D,Pendiente,SUBE,BAJA,-,BAJA,SUBE,BAJA
2026-03-06,ORCL,ARIMAModel,-0.1,HOLD,-3.30%,N/D,N/D,Pendiente,SUBE,BAJA,-,SUBE,BAJA,SUBE
2026-03-06,JPM,ARIMAModel,-1.7,HOLD,-2.38%,N/D,N/D,Pendiente,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-03-06,MRK,ARIMAModel,-1.7,HOLD,-1.63%,N/D,N/D,Pendiente,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-03-06,NEE,ARIMAModel,-1.7,HOLD,-1.79%,N/D,N/D,Pendiente,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-03-06,NVDA,ARIMAModel,-1.7,HOLD,-5.80%,N/D,N/D,Pendiente,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-03-06,TSLA,ARIMAModel,-1.7,HOLD,-9.27%,N/D,N/D,Pendiente,SUBE,BAJA,-,BAJA,BAJA,SUBE
2026-03-06,WMT,ARIMAModel,-1.7,HOLD,-3.48%,N/D,N/D,Pendiente,SUBE,BAJA,-,SUBE,BAJA,BAJA
2026-03-06,XOM,ARIMAModel,-1.7,HOLD,5.91%,N/D,N/D,Pendiente,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-03-06,PG,ARIMAModel,-1.9,SELL,-6.31%,N/D,N/D,Pendiente,BAJA,SUBE,-,SUBE,BAJA,BAJA
2026-03-06,TSM,ARIMAModel,-2.1,SELL,-6.96%,N/D,N/D,Pendiente,BAJA,BAJA,-,SUBE,BAJA,SUBE
2026-03-06,AAPL,ARIMAModel,-4.1,SELL,-4.73%,N/D,N/D,Pendiente,BAJA,BAJA,-,BAJA,BAJA,BAJA
2026-03-06,AMZN,ARIMAModel,-4.1,SELL,-6.20%,N/D,N/D,Pendiente,BAJA,BAJA,-,BAJA,BAJA,BAJA
2026-03-06,LMT,ARIMAModel,-4.1,SELL,-4.21%,N/D,N/D,Pendiente,BAJA,BAJA,-,BAJA,SUBE,BAJA
2026-03-06,MCD,ARIMAModel,-4.1,SELL,-5.68%,N/D,N/D,Pendiente,BAJA,BAJA,-,BAJA,BAJA,BAJA
2026-03-05,EEM,ARIMAModel,4.1,BUY,N/D,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,SUBE,SUBE
2026-03-05,QQQ,ARIMAModel,2.1,HOLD,N/D,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,BAJA,BAJA
2026-03-05,GLD,ARIMAModel,-0.1,HOLD,N/D,N/D,N/D,Pendiente,SUBE,SUBE,-,BAJA,SUBE,BAJA
2026-03-05,CEMEXCPO.MX,ARIMAModel,-1.7,HOLD,N/D,N/D,N/D,Pendiente,SUBE,SUBE,-,BAJA,BAJA,BAJA
2026-03-05,GFNORTEO.MX,ARIMAModel,-1.7,HOLD,N/D,N/D,N/D,Pendiente,SUBE,SUBE,-,BAJA,BAJA,BAJA
2026-03-05,SPY,ARIMAModel,-1.7,HOLD,N/D,N/D,N/D,Pendiente,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-03-05,WALMEX.MX,ARIMAModel,-1.7,HOLD,N/D,N/D,N/D,Pendiente,SUBE,BAJA,-,SUBE,BAJA,BAJA
2026-03-05,BIMBOA.MX,ARIMAModel,-4.1,SELL,N/D,N/D,N/D,Pendiente,BAJA,BAJA,-,BAJA,SUBE,BAJA
2026-03-05,IEF,ARIMAModel,-4.1,SELL,N/D,N/D,N/D,Pendiente,BAJA,BAJA,-,BAJA,BAJA,BAJA
2026-03-05,VNQ,ARIMAModel,-4.1,SELL,N/D,N/D,N/D,Pendiente,BAJA,BAJA,-,BAJA,BAJA,BAJA
2026-03-04,CEMEXCPO.MX,ARIMAModel,2.1,HOLD,3.85%,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,BAJA,SUBE
2026-03-04,SPY,ARIMAModel,2.1,HOLD,0.71%,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,BAJA,BAJA
2026-03-04,WALMEX.MX,ARIMAModel,2.1,HOLD,1.92%,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,BAJA,SUBE
2026-03-04,GLD,ARIMAModel,1.9,HOLD,0.78%,N/D,N/D,Pendiente,SUBE,SUBE,-,BAJA,SUBE,SUBE
2026-03-04,BIMBOA.MX,ARIMAModel,1.7,HOLD,5.49%,N/D,N/D,Pendiente,BAJA,SUBE,-,SUBE,SUBE,SUBE
2026-03-04,EEM,ARIMAModel,0.5,HOLD,1.08%,N/D,N/D,Pendiente,SUBE,SUBE,-,BAJA,BAJA,BAJA
2026-03-04,GFNORTEO.MX,ARIMAModel,-0.1,HOLD,4.21%,N/D,N/D,Pendiente,SUBE,SUBE,-,BAJA,BAJA,SUBE
2026-03-04,VNQ,ARIMAModel,-0.3,HOLD,0.13%,N/D,N/D,Pendiente,BAJA,SUBE,-,SUBE,BAJA,SUBE
2026-03-04,QQQ,ARIMAModel,-1.7,HOLD,1.52%,N/D,N/D,Pendiente,SUBE,BAJA,-,SUBE,BAJA,BAJA
2026-03-04,IEF,ARIMAModel,-4.1,SELL,-0.21%,N/D,N/D,Pendiente,BAJA,BAJA,-,BAJA,BAJA,BAJA
2026-03-03,EEM,ARIMAModel,4.1,BUY,-5.01%,N/D,N/D,Pendiente,SUBE,SUBE,-,BAJA,SUBE,SUBE
2026-03-03,GFNORTEO.MX,ARIMAModel,4.1,BUY,-0.83%,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,SUBE,SUBE
2026-03-03,GLD,ARIMAModel,4.1,BUY,-4.46%,N/D,N/D,Pendiente,SUBE,SUBE,-,BAJA,SUBE,BAJA
2026-03-03,CEMEXCPO.MX,ARIMAModel,2.1,HOLD,-4.02%,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,BAJA,SUBE
2026-03-03,WALMEX.MX,ARIMAModel,2.1,HOLD,-0.52%,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,BAJA,SUBE
2026-03-03,BIMBOA.MX,ARIMAModel,1.7,HOLD,-1.02%,N/D,N/D,Pendiente,BAJA,SUBE,-,SUBE,SUBE,BAJA
2026-03-03,QQQ,ARIMAModel,-1.7,HOLD,-1.07%,N/D,N/D,Pendiente,SUBE,BAJA,-,SUBE,BAJA,BAJA
2026-03-03,SPY,ARIMAModel,-1.7,HOLD,-0.88%,N/D,N/D,Pendiente,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-03-03,IEF,ARIMAModel,-4.1,SELL,-0.11%,N/D,N/D,Pendiente,BAJA,BAJA,-,BAJA,BAJA,BAJA
2026-03-03,VNQ,ARIMAModel,-4.1,SELL,-0.53%,N/D,N/D,Pendiente,BAJA,BAJA,-,BAJA,BAJA,SUBE
2026-03-02,GLD,ARIMAModel,4.1,BUY,1.29%,N/D,N/D,Pendiente,SUBE,SUBE,-,BAJA,SUBE,BAJA
2026-03-02,WALMEX.MX,ARIMAModel,2.1,HOLD,0.14%,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,BAJA,SUBE
2026-03-02,EEM,ARIMAModel,0.3,HOLD,-1.73%,N/D,N/D,Pendiente,SUBE,BAJA,-,BAJA,SUBE,BAJA
2026-03-02,GFNORTEO.MX,ARIMAModel,-0.1,HOLD,-2.45%,N/D,N/D,Pendiente,SUBE,BAJA,-,SUBE,BAJA,SUBE
2026-03-02,BIMBOA.MX,ARIMAModel,-0.3,HOLD,-1.31%,N/D,N/D,Pendiente,BAJA,SUBE,-,SUBE,SUBE,BAJA
2026-03-02,CEMEXCPO.MX,ARIMAModel,-1.7,HOLD,-2.31%,N/D,N/D,Pendiente,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-03-02,QQQ,ARIMAModel,-1.7,HOLD,0.13%,N/D,N/D,Pendiente,SUBE,BAJA,-,SUBE,BAJA,BAJA
2026-03-02,SPY,ARIMAModel,-1.7,HOLD,0.06%,N/D,N/D,Pendiente,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-03-02,IEF,ARIMAModel,-4.1,SELL,-0.89%,N/D,N/D,Pendiente,BAJA,BAJA,-,BAJA,BAJA,BAJA
2026-03-02,VNQ,ARIMAModel,-4.1,SELL,0.25%,N/D,N/D,Pendiente,BAJA,SUBE,-,BAJA,SUBE,BAJA
2026-03-01,GLD,ARIMAModel,4.1,BUY,0.00%,N/D,N/D,Pendiente,SUBE,SUBE,-,BAJA,SUBE,SUBE
2026-03-01,WALMEX.MX,ARIMAModel,2.1,HOLD,0.00%,N/D,N/D,Pendiente,SUBE,SUBE,-,SUBE,BAJA,BAJA
2026-03-01,EEM,ARIMAModel,0.3,HOLD,0.00%,N/D,N/D,Pendiente,SUBE,BAJA,-,BAJA,SUBE,BAJA
2026-03-01,CEMEXCPO.MX,ARIMAModel,-1.7,HOLD,0.00%,N/D,N/D,Pendiente,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-03-01,GFNORTEO.MX,ARIMAModel,-1.7,HOLD,0.00%,N/D,N/D,Pendiente,SUBE,BAJA,-,BAJA,BAJA,SUBE
2026-03-01,QQQ,ARIMAModel,-1.7,HOLD,0.00%,N/D,N/D,Pendiente,SUBE,BAJA,-,SUBE,BAJA,BAJA
2026-03-01,SPY,ARIMAModel,-1.7,HOLD,0.00%,N/D,N/D,Pendiente,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-03-01,BIMBOA.MX,ARIMAModel,-4.1,SELL,0.00%,N/D,N/D,Pendiente,BAJA,BAJA,-,SUBE,SUBE,BAJA
2026-03-01,IEF,ARIMAModel,-4.1,SELL,0.00%,N/D,N/D,Pendiente,BAJA,SUBE,-,BAJA,BAJA,BAJA
2026-03-01,VNQ,ARIMAModel,-4.1,SELL,0.00%,N/D,N/D,Pendiente,BAJA,SUBE,-,BAJA,SUBE,BAJA
2026-02-28,GLD,ARIMAModel,4.1,BUY,0.00%,-2.47%,N/D,Fallo,SUBE,SUBE,-,BAJA,SUBE,SUBE
2026-02-28,WALMEX.MX,ARIMAModel,2.1,HOLD,0.29%,1.83%,N/D,Fallo,SUBE,SUBE,-,SUBE,BAJA,SUBE
2026-02-28,BIMBOA.MX,ARIMAModel,1.7,HOLD,0.19%,3.25%,N/D,Fallo,BAJA,SUBE,-,SUBE,SUBE,BAJA
2026-02-28,EEM,ARIMAModel,0.3,HOLD,0.00%,-5.64%,N/D,Fallo,SUBE,BAJA,-,BAJA,SUBE,BAJA
2026-02-28,GFNORTEO.MX,ARIMAModel,-0.1,HOLD,-0.29%,0.52%,N/D,Acierto,SUBE,BAJA,-,SUBE,BAJA,SUBE
2026-02-28,CEMEXCPO.MX,ARIMAModel,-1.7,HOLD,0.28%,-2.37%,N/D,Fallo,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-02-28,QQQ,ARIMAModel,-1.7,HOLD,0.00%,0.57%,N/D,Acierto,SUBE,BAJA,-,SUBE,BAJA,BAJA
2026-02-28,SPY,ARIMAModel,-1.7,HOLD,0.00%,-0.13%,N/D,Acierto,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-02-28,IEF,ARIMAModel,-4.1,SELL,0.00%,-1.20%,N/D,Acierto,BAJA,BAJA,-,BAJA,BAJA,BAJA
2026-02-28,VNQ,ARIMAModel,-4.1,SELL,0.00%,-0.16%,N/D,Acierto,BAJA,SUBE,-,BAJA,SUBE,BAJA
2026-02-27,VNQ,ARIMAModel,1.7,HOLD,0.18%,-0.10%,N/D,Acierto,BAJA,SUBE,-,SUBE,SUBE,SUBE
2026-02-27,WALMEX.MX,ARIMAModel,0.5,HOLD,-1.33%,-1.42%,N/D,Fallo,SUBE,BAJA,-,BAJA,BAJA,SUBE
2026-02-27,EEM,ARIMAModel,0.3,HOLD,-0.21%,-6.84%,N/D,Fallo,SUBE,BAJA,-,BAJA,SUBE,BAJA
2026-02-27,GLD,ARIMAModel,-0.1,HOLD,1.31%,-1.96%,N/D,Fallo,SUBE,SUBE,-,BAJA,SUBE,BAJA
2026-02-27,CEMEXCPO.MX,ARIMAModel,-1.7,HOLD,-1.73%,-7.61%,N/D,Fallo,SUBE,SUBE,-,BAJA,BAJA,BAJA
2026-02-27,GFNORTEO.MX,ARIMAModel,-1.7,HOLD,-1.23%,-4.72%,N/D,Fallo,SUBE,BAJA,-,BAJA,SUBE,BAJA
2026-02-27,QQQ,ARIMAModel,-1.7,HOLD,-0.32%,-1.26%,N/D,Fallo,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-02-27,SPY,ARIMAModel,-1.7,HOLD,-0.48%,-1.30%,N/D,Fallo,SUBE,BAJA,-,BAJA,SUBE,BAJA
2026-02-27,BIMBOA.MX,ARIMAModel,-4.1,SELL,-2.92%,-4.99%,N/D,Acierto,BAJA,BAJA,-,BAJA,SUBE,BAJA
