model,dataset,MAE,MSE,RMSE,MAPE,R2,EVS,run_date,ABT Window,Train Window,Test Window,Predict Date,retrained
GLD_arima,test,2.6529,10.7071,3.2722,0.0087,0.3416,0.3417,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
IEF_linreg,train,0.2611,0.1165,0.3413,0.0028,0.9637,0.9637,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
IEF_linreg,test,0.2977,0.1298,0.3603,0.0032,0.6554,0.6775,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
IEF_linreg,train,0.2777,0.1292,0.3594,0.0029,0.9597,0.9597,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
IEF_linreg,test,0.2998,0.1244,0.3527,0.0032,0.6697,0.6874,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
IEF_rf,train,0.2597,0.1124,0.3352,0.0027,0.965,0.965,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
IEF_rf,test,0.2849,0.1275,0.3571,0.003,0.6615,0.667,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
IEF_rf,train,0.265,0.1106,0.3326,0.0028,0.9655,0.9655,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
IEF_rf,test,0.2819,0.1199,0.3462,0.003,0.6818,0.6854,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
IEF_xgb,train,0.1139,0.0219,0.1478,0.0012,0.9932,0.9932,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
IEF_xgb,test,0.269,0.1213,0.3483,0.0029,0.6779,0.6783,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
IEF_xgb,train,0.2166,0.0781,0.2794,0.0023,0.9757,0.9757,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
IEF_xgb,test,0.2647,0.1148,0.3389,0.0028,0.6951,0.7062,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
IEF_lgbm,train,0.197,0.0626,0.2502,0.0021,0.9805,0.9805,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
IEF_lgbm,test,0.2826,0.1316,0.3627,0.003,0.6507,0.6536,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
IEF_lgbm,train,0.256,0.1071,0.3273,0.0027,0.9666,0.9666,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
IEF_lgbm,test,0.2607,0.1099,0.3315,0.0028,0.7082,0.7094,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
IEF_lstm,train,0.4143,0.2593,0.5092,0.0044,0.9191,0.9493,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
IEF_lstm,test,0.3963,0.2273,0.4768,0.0042,0.3965,0.6657,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
IEF_arima,train,0.3111,0.1609,0.4011,0.0033,0.9498,0.9498,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
IEF_arima,test,0.2867,0.1206,0.3473,0.003,0.6798,0.6801,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
QQQ_linreg,train,4.1628,28.8581,5.372,0.0086,0.9565,0.9565,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
QQQ_linreg,test,12.7188,247.2403,15.7239,0.0237,-0.3587,0.4343,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
QQQ_linreg,train,4.4388,32.9335,5.7388,0.0091,0.9504,0.9504,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
QQQ_linreg,test,16.0354,314.3075,17.7287,0.0299,-0.7273,0.6858,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
QQQ_rf,train,4.5624,41.885,6.4719,0.0094,0.9369,0.9369,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
QQQ_rf,test,4.5613,32.032,5.6597,0.0085,0.824,0.8815,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
QQQ_rf,train,4.6925,40.3076,6.3488,0.0097,0.9393,0.9393,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
QQQ_rf,test,4.0677,24.6544,4.9653,0.0076,0.8645,0.8876,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
QQQ_xgb,train,3.1497,18.2459,4.2715,0.0065,0.9725,0.9725,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
QQQ_xgb,test,5.3418,43.5749,6.6011,0.0099,0.7605,0.8628,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
QQQ_xgb,train,4.1711,30.7414,5.5445,0.0086,0.9537,0.9537,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
QQQ_xgb,test,3.4381,18.4379,4.2939,0.0064,0.8987,0.9063,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
QQQ_lgbm,train,3.5061,24.6232,4.9622,0.0072,0.9629,0.9629,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
QQQ_lgbm,test,4.3283,27.8709,5.2793,0.0081,0.8468,0.8703,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
QQQ_lgbm,train,4.3143,37.6064,6.1324,0.0089,0.9433,0.9433,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
QQQ_lgbm,test,3.2275,16.3391,4.0422,0.0061,0.9102,0.9207,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
QQQ_lstm,train,5.2492,57.797,7.6024,0.0109,0.9129,0.9132,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
QQQ_lstm,test,3.5272,19.067,4.3666,0.0066,0.8952,0.9013,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
QQQ_arima,train,5.188,57.2511,7.5664,0.0108,0.9137,0.9137,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
QQQ_arima,test,3.2544,17.3565,4.1661,0.0061,0.9046,0.9073,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
SPY_linreg,train,3.8328,25.3053,5.0304,0.0068,0.9613,0.9613,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
SPY_linreg,test,6.3095,58.5436,7.6514,0.0104,0.6493,0.6855,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
SPY_linreg,train,4.051,28.6608,5.3536,0.0072,0.9562,0.9562,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
SPY_linreg,test,4.5154,33.0654,5.7503,0.0075,0.8019,0.841,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
SPY_rf,train,3.9583,35.4172,5.9512,0.007,0.9459,0.9459,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
SPY_rf,test,3.6703,20.7679,4.5572,0.0061,0.8756,0.8835,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
SPY_rf,train,4.1081,34.8017,5.8993,0.0073,0.9468,0.9468,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
SPY_rf,test,3.5175,20.6525,4.5445,0.0059,0.8763,0.8791,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
SPY_xgb,train,2.3973,12.0397,3.4698,0.0043,0.9816,0.9816,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
SPY_xgb,test,3.7134,20.5085,4.5286,0.0062,0.8771,0.8834,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
SPY_xgb,train,3.7359,26.5626,5.1539,0.0066,0.9594,0.9594,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
SPY_xgb,test,3.3819,18.6002,4.3128,0.0056,0.8886,0.8955,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
SPY_lgbm,train,3.1121,22.5482,4.7485,0.0055,0.9656,0.9656,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
SPY_lgbm,test,3.725,21.9812,4.6884,0.0062,0.8683,0.8751,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
SPY_lgbm,train,3.8009,33.8683,5.8196,0.0068,0.9483,0.9483,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
SPY_lgbm,test,3.1917,16.8204,4.1013,0.0053,0.8992,0.8996,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
SPY_lstm,train,4.5429,48.7367,6.9812,0.0081,0.9255,0.9261,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
SPY_lstm,test,3.535,19.5847,4.4255,0.0059,0.8827,0.8952,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
SPY_arima,train,4.4709,48.6094,6.972,0.008,0.9257,0.9257,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
SPY_arima,test,3.321,17.8653,4.2267,0.0055,0.893,0.8954,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
VNQ_linreg,train,0.594,0.5971,0.7727,0.0066,0.9706,0.9706,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
VNQ_linreg,test,1.1006,1.8752,1.3694,0.0123,-1.0636,-0.5294,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
VNQ_linreg,train,0.6613,0.7424,0.8616,0.0073,0.9635,0.9635,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
VNQ_linreg,test,0.8,0.9997,0.9999,0.0089,-0.1002,0.0801,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
VNQ_rf,train,0.6156,0.678,0.8234,0.0068,0.9666,0.9666,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
VNQ_rf,test,0.5207,0.572,0.7563,0.0058,0.3706,0.3749,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
VNQ_rf,train,0.6688,0.74,0.8602,0.0074,0.9636,0.9636,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
VNQ_rf,test,0.473,0.5425,0.7366,0.0053,0.403,0.4058,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
VNQ_xgb,train,0.4201,0.3074,0.5544,0.0046,0.9849,0.9849,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
VNQ_xgb,test,0.4861,0.5336,0.7305,0.0055,0.4128,0.4315,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
VNQ_xgb,train,0.5772,0.5488,0.7408,0.0064,0.973,0.973,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
VNQ_xgb,test,0.4895,0.5438,0.7375,0.0055,0.4015,0.4106,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
VNQ_lgbm,train,0.4834,0.4347,0.6593,0.0054,0.9786,0.9786,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
VNQ_lgbm,test,0.6151,0.6889,0.83,0.0069,0.2419,0.2422,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
VNQ_lgbm,train,0.603,0.6882,0.8296,0.0067,0.9661,0.9661,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
VNQ_lgbm,test,0.4904,0.4957,0.7041,0.0055,0.4545,0.4555,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
VNQ_lstm,train,0.762,1.0849,1.0416,0.0085,0.9466,0.9489,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
VNQ_lstm,test,0.5369,0.6343,0.7964,0.006,0.302,0.361,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
VNQ_arima,train,0.7488,1.0328,1.0163,0.0083,0.9492,0.9492,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
VNQ_arima,test,0.5227,0.5827,0.7633,0.0059,0.3588,0.3594,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
WALMEX.MX_linreg,train,0.6777,0.7576,0.8704,0.0115,0.9364,0.9364,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
WALMEX.MX_linreg,test,1.0991,1.6676,1.2913,0.0174,0.651,0.7118,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
WALMEX.MX_linreg,train,0.7348,0.9774,0.9887,0.0125,0.918,0.918,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
WALMEX.MX_linreg,test,0.6997,0.7983,0.8935,0.0111,0.8329,0.8363,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
WALMEX.MX_rf,train,0.7081,0.8495,0.9217,0.012,0.9287,0.9287,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
WALMEX.MX_rf,test,0.7733,0.8547,0.9245,0.0123,0.8211,0.8212,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
WALMEX.MX_rf,train,0.7272,0.886,0.9413,0.0123,0.9256,0.9257,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
WALMEX.MX_rf,test,0.6696,0.7474,0.8645,0.0107,0.8436,0.8458,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
WALMEX.MX_xgb,train,0.4367,0.3116,0.5582,0.0074,0.9739,0.9739,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
WALMEX.MX_xgb,test,0.8818,1.1037,1.0506,0.0141,0.769,0.7693,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
WALMEX.MX_xgb,train,0.6637,0.722,0.8497,0.0113,0.9394,0.9394,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
WALMEX.MX_xgb,test,0.715,0.9792,0.9895,0.0114,0.7951,0.796,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
WALMEX.MX_lgbm,train,0.5096,0.4455,0.6675,0.0086,0.9626,0.9626,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
WALMEX.MX_lgbm,test,0.8877,1.1173,1.057,0.0141,0.7662,0.7662,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
WALMEX.MX_lgbm,train,0.702,0.8398,0.9164,0.0119,0.9295,0.9295,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
WALMEX.MX_lgbm,test,0.7155,0.828,0.9099,0.0114,0.8267,0.837,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,1
WALMEX.MX_lstm,train,1.0824,1.9231,1.3867,0.0184,0.8386,0.8771,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
WALMEX.MX_lstm,test,1.1208,1.9176,1.3848,0.018,0.5987,0.8382,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
WALMEX.MX_arima,train,0.8264,1.1906,1.0912,0.014,0.9001,0.9001,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
WALMEX.MX_arima,test,0.6903,0.8145,0.9025,0.011,0.8296,0.8313,2025-07-12T04:27:15.900613+00:00,2024-05-23 a 2025-07-10,2024-05-23 a 2025-05-14,2025-05-15 a 2025-07-10,2025-07-10,0
